assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date
GCA_000830275.1,PRJNA268032,SAMN03217306,,na,1579370,1579370,archaeon GW2011_AR10,,,latest,Complete Genome,Major,Full,29/01/2015,ASM83027v1,"Banfield Lab, University of California, Berkeley",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/275/GCA_000830275.1_ASM83027v1,derived from metagenome; genus undefined,,na
GCA_000830315.1,PRJNA268032,SAMN03217314,,na,1579378,1579378,archaeon GW2011_AR20,,,latest,Complete Genome,Major,Full,29/01/2015,ASM83031v1,"Banfield Lab, University of California, Berkeley",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/830/315/GCA_000830315.1_ASM83031v1,derived from metagenome; genus undefined,,na
GCA_000956175.1,PRJNA269341,SAMN03253153,,representative genome,1580092,1580092,Nitrosopumilus adriaticus,strain=NF5,,latest,Complete Genome,Major,Full,19/03/2015,ASM95617v1,University of Vienna,GCF_000956175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/175/GCA_000956175.1_ASM95617v1,,assembly from type material,na
GCA_000875775.1,PRJNA269924,SAMN03257648,,representative genome,1582439,1582439,Nitrosopumilus piranensis,strain=D3C,,latest,Complete Genome,Major,Full,13/02/2015,ASM87577v1,University of Vienna,GCF_000875775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/775/GCA_000875775.1_ASM87577v1,,assembly from type material,na
GCA_023008545.1,PRJNA824306,SAMN27400904,,representative genome,1586232,1586232,Natribaculum luteum,strain=IBRC-M 10912,,latest,Complete Genome,Major,Full,16/04/2022,ASM2300854v1,Jiangsu University,GCF_023008545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/008/545/GCA_023008545.1_ASM2300854v1,,assembly from type material,na
GCA_020217425.1,PRJNA765798,SAMN21591356,,representative genome,1586233,1586233,Halosiccatus urmianus,strain=IBRC-M: 10911,,latest,Complete Genome,Major,Full,03/10/2021,ASM2021742v1,Jiangsu University,GCF_020217425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/217/425/GCA_020217425.1_ASM2021742v1,,assembly from type material,na
GCA_000827835.1,PRJNA271840,SAMN03278120,,na,1592728,1592728,Haloarcula sp. CBA1115,strain=CBA1115,,latest,Complete Genome,Major,Full,23/01/2015,ASM82783v1,Kyung Hee University,GCF_000827835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/835/GCA_000827835.1_ASM82783v1,,,na
GCA_000955905.3,PRJNA272771,SAMN03286947,,representative genome,1603555,1603555,Candidatus Nitrosotenuis cloacae,strain=SAT1,,latest,Complete Genome,Major,Full,20/04/2015,ASM95590v3,Tsinghua University,GCF_000955905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/955/905/GCA_000955905.3_ASM95590v3,,,na
GCA_001011115.1,PRJNA253523,SAMN02899090,,na,1604004,1604004,Halanaeroarchaeum sulfurireducens,strain=HSR2,,latest,Complete Genome,Major,Full,21/05/2015,ASM101111v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCF_001011115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/011/115/GCA_001011115.1_ASM101111v1,,assembly from type material,na
GCA_001305655.1,PRJNA284332,SAMN03701450,,representative genome,1604004,1604004,Halanaeroarchaeum sulfurireducens,strain=M27-SA2,,latest,Complete Genome,Major,Full,02/10/2015,ASM130565v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCF_001305655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/655/GCA_001305655.1_ASM130565v1,,,na
GCA_001577775.1,PRJNA274214,SAMN03323778,,representative genome,1609559,1609559,Pyrococcus kukulkanii,strain=NCB100,,latest,Complete Genome,Major,Full,29/02/2016,ASM157777v1,Ecole Normale Superieure de Lyon,GCF_001577775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/775/GCA_001577775.1_ASM157777v1,,assembly from type material,na
GCA_001548675.1,PRJNA273773,SAMN03295748,,na,1609968,1609968,Methanobrevibacter sp. YE315,strain=YE315,,latest,Complete Genome,Major,Full,04/02/2016,ASM154867v1,Queensland Government,GCF_001548675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/675/GCA_001548675.1_ASM154867v1,,,na
GCA_003967175.1,PRJDB6753,SAMD00112272,,na,1670455,1670455,Sulfodiicoccus acidiphilus,strain=HS-1,,latest,Complete Genome,Major,Full,01/08/2018,Sacidi_1.0,"Laboratory of Extremophiles, Environmental Engineering for Symbiosis, Graduate school Soka University",GCF_003967175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/967/175/GCA_003967175.1_Sacidi_1.0,,assembly from type material,na
GCA_900083515.1,PRJEB12276,SAMEA3719625,,na,1673428,1673428,Cuniculiplasma divulgatum,strain=S5(T) (=JCM 30642; =VKM B-2941),,latest,Complete Genome,Major,Full,13/12/2016,ASM90008351v1,Immanuel Kant Baltic Federal University,GCF_900083515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/083/515/GCA_900083515.1_ASM90008351v1,,assembly from type material,na
GCA_900090055.1,PRJEB12275,SAMEA3719624,,representative genome,1673428,1673428,Cuniculiplasma divulgatum,strain=PM4 (=JCM 30641; =VKM B-2940),,latest,Complete Genome,Major,Full,31/01/2017,C.divulgatum PM4,Immanuel Kant Baltic Federal University,GCF_900090055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/055/GCA_900090055.1_C.divulgatum_PM4,,,na
GCA_001484685.1,PRJNA287751,SAMN03892931,,na,1674923,1674923,Thermococcus sp. 2319x1,strain=2319x1,,latest,Complete Genome,Major,Full,04/01/2016,ASM148468v1,Hotzyme,GCF_001484685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/685/GCA_001484685.1_ASM148468v1,,,na
GCA_902813195.1,PRJEB37115,SAMEA6608162,,na,1674923,1674923,Thermococcus sp. 2319x1,strain=Essen,,latest,Complete Genome,Major,Full,07/05/2020,Essen,CEBITEC,GCF_902813195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/813/195/GCA_902813195.1_Essen,,,na
GCA_003058365.1,PRJNA449302,SAMN08826612,,representative genome,1679096,1679096,Halococcoides cellulosivorans,strain=HArcel1,,latest,Complete Genome,Major,Full,21/04/2018,ASM305836v1,Immanuel Kant Baltic Federal University,GCF_003058365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/058/365/GCA_003058365.1_ASM305836v1,,assembly from type material,na
GCA_013402815.2,PRJNA643691,SAMN15423737,,representative genome,1699371,1699371,Natrinema halophilum,strain=YPL8,,latest,Complete Genome,Major,Full,19/10/2021,ASM1340281v2,Jiangsu University,GCF_013402815.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/402/815/GCA_013402815.2_ASM1340281v2,,assembly from type material,na
GCA_020886315.1,PRJDB12504,SAMD00413002,,representative genome,1702097,1702097,Saccharolobus caldissimus,strain=JCM32116,,latest,Complete Genome,Major,Full,05/11/2021,ASM2088631v1,"Laboratory of Extremophiles, Department of Science and Engineering for Sustainable Innovation, Faculty of Science and Engineering, Soka University",GCF_020886315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/886/315/GCA_020886315.1_ASM2088631v1,,assembly from type material,na
GCA_024227995.1,PRJNA854382,SAMN29438988,,na,1702103,1702103,Halobacteriaceae archaeon GSLN9,strain=GSLN9,,latest,Complete Genome,Major,Full,13/07/2022,ASM2422799v1,Jiangsu University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/227/995/GCA_024227995.1_ASM2422799v1,genus undefined,,na
GCA_013456555.2,PRJNA643686,SAMN15423708,,representative genome,1710539,1710539,Natrinema zhouii,strain=YPL30,,latest,Complete Genome,Major,Full,19/10/2021,ASM1345655v2,Jiangsu University,GCF_013456555.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/456/555/GCA_013456555.2_ASM1345655v2,,assembly from type material,na
GCA_013391105.1,PRJNA641280,SAMN15354321,,representative genome,1710540,1710540,Natronomonas salina,strain=YPL13,,latest,Complete Genome,Major,Full,07/07/2020,ASM1339110v1,Jiangsu University,GCF_013391105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/391/105/GCA_013391105.1_ASM1339110v1,,assembly from type material,na
GCA_009789175.1,PRJNA592752,SAMN13439348,,na,1710541,1710541,Salinibaculum litoreum,strain=HD8-45,,latest,Complete Genome,Major,Full,21/12/2019,ASM978917v1,Jiangsu University,GCF_009789175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/789/175/GCA_009789175.1_ASM978917v1,unverified source organism; not used as type,,na
GCA_001647085.1,PRJNA320084,SAMN04915575,,representative genome,1712654,1712654,Thermococcus piezophilus,strain=CDGS,,latest,Complete Genome,Major,Full,18/05/2016,ASM164708v1,Institut National des Sciences Appliquees de Lyon,GCF_001647085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/085/GCA_001647085.1_ASM164708v1,,assembly from type material,na
GCA_001304615.2,PRJNA295508,SAMN04074913,,representative genome,1715806,1715806,Methanosarcina flavescens,strain=E03.2,,latest,Complete Genome,Major,Full,16/10/2018,ASM130461v2,BioPara,GCF_001304615.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/615/GCA_001304615.2_ASM130461v2,,assembly from type material,na
GCA_001761425.1,PRJNA296403,SAMN04191486,,na,1737403,1737403,Nanohaloarchaea archaeon SG9,,,latest,Complete Genome,Major,Full,12/10/2016,ASM176142v1,University of Maryland,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/761/425/GCA_001761425.1_ASM176142v1,derived from environmental source; genus undefined,,na
GCA_029633965.1,PRJNA797174,SAMN24966983,,na,1789226,1789226,Methanogenium sp. S4BF,strain=S4BF,,latest,Complete Genome,Major,Full,10/04/2023,ASM2963396v1,National Chung Hsing University,GCF_029633965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/633/965/GCA_029633965.1_ASM2963396v1,,,na
GCA_003268005.1,PRJNA310024,SAMN04445725,,na,1789762,1789762,Methanosphaera sp. BMS,strain=BMS,,latest,Complete Genome,Major,Full,26/06/2018,ASM326800v1,University of Queensland,GCF_003268005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/268/005/GCA_003268005.1_ASM326800v1,,,na
GCA_900696045.1,PRJEB31120,SAMEA5366454,,na,1798806,1798806,Candidatus Nitrosocosmicus franklandus,,NFRAN1,latest,Complete Genome,Major,Full,25/03/2019,Nitrosocosmicus franklandus C13,"UNIVERSITY OF EAST ANGLIA, UK",GCF_900696045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/696/045/GCA_900696045.1_Nitrosocosmicus_franklandus_C13,,,na
GCA_009762275.1,PRJNA508483,SAMN10524788,,representative genome,1816183,1816183,Haloplanus rallus,strain=MBLA0036,,latest,Complete Genome,Major,Full,18/12/2019,ASM976227v1,Korea Food Research Institute,GCF_009762275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/762/275/GCA_009762275.1_ASM976227v1,,assembly from type material,na
GCA_001870125.1,PRJNA317395,SAMN04606696,,na,1826872,1826872,Candidatus Nitrosocosmicus hydrocola,strain=G61,,latest,Complete Genome,Major,Full,07/11/2016,ASM187012v1,University of Waterloo,GCF_001870125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/125/GCA_001870125.1_ASM187012v1,,,na
GCA_001940665.2,PRJNA319486,SAMN04924820,,na,1841599,1841599,Candidatus Odinarchaeum yellowstonii,,LCB_4,latest,Complete Genome,Major,Full,23/03/2023,ASM194066v2,Uppsala University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/940/665/GCA_001940665.2_ASM194066v2,derived from metagenome,assembly from type material,na
GCA_002787055.1,PRJNA406986,SAMN07637255,,representative genome,1846278,1846278,Candidatus Nitrosotenuis aquarius,strain=AQ6F,,latest,Complete Genome,Major,Full,20/11/2017,ASM278705v1,University of Waterloo,GCF_002787055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/787/055/GCA_002787055.1_ASM278705v1,,,na
GCA_003721175.2,PRJNA503943,SAMN10386251,,na,1853682,1853682,Halarchaeum sp. CBA1220,strain=CBA1220,,latest,Complete Genome,Major,Full,02/07/2020,ASM372117v2,World Institute of Kimchi,GCF_003721175.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/721/175/GCA_003721175.2_ASM372117v2,,,na
GCA_002025255.2,PRJNA378126,SAMN06480072,,na,1853690,1853690,Halolamina sp. CBA1230,strain=CBA1230,,latest,Complete Genome,Major,Full,24/06/2020,ASM202525v2,Korea Basic Science Institute,GCF_002025255.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/025/255/GCA_002025255.2_ASM202525v2,,,na
GCA_003721435.2,PRJNA503951,SAMN10386377,,na,1853699,1853699,Halorubrum sp. CBA1229,strain=CBA1229,,latest,Complete Genome,Major,Full,24/06/2020,ASM372143v2,World Institute of Kimchi,GCF_003721435.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/721/435/GCA_003721435.2_ASM372143v2,,,na
GCA_001767315.1,PRJNA323694,SAMN05185403,,na,1873524,1873524,Halodesulfurarchaeum formicicum,strain=HTSR1,,latest,Complete Genome,Major,Full,18/10/2016,ASM176731v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCF_001767315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/767/315/GCA_001767315.1_ASM176731v1,,,na
GCA_001886955.1,PRJNA328078,SAMN05363636,,representative genome,1873524,1873524,Halodesulfurarchaeum formicicum,strain=HSR6,,latest,Complete Genome,Major,Full,28/11/2016,ASM188695v1,Immanuel Kant Baltic Federal University,GCF_001886955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/955/GCA_001886955.1_ASM188695v1,,assembly from type material,na
GCA_013340765.1,PRJDB5009,SAMD00056253,,representative genome,1874277,1874277,Conexivisphaera calida,strain=NAS-02,,latest,Complete Genome,Major,Full,09/05/2019,NAS2_1.0,Japan Collection of Microorganisms,GCF_013340765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/340/765/GCA_013340765.1_NAS2_1.0,,assembly from type material,na
GCA_001719125.1,PRJNA339201,SAMN05582949,,na,1891280,1891280,Sulfolobus sp. A20,strain=A20,,latest,Complete Genome,Major,Full,06/09/2016,ASM171912v1,"Institute of Microbiology, Chinese Academy of Sciences",GCF_001719125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/719/125/GCA_001719125.1_ASM171912v1,,,na
GCA_003584625.1,PRJDB5067,SAMD00060422,,na,1898379,1898379,Methanothermobacter sp. MT-2,strain=MT-2,,latest,Complete Genome,Major,Full,07/12/2016,ASM358462v1,Tokyo University of Pharmacy and Life Sciences,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/625/GCA_003584625.1_ASM358462v1,derived from environmental source,,na
GCA_002156965.1,PRJNA341864,SAMN05730076,,representative genome,1898749,1898749,Candidatus Nitrosomarinus catalina,strain=SPOT01,,latest,Complete Genome,Major,Full,22/05/2017,ASM215696v1,University of Southern California,GCF_002156965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/156/965/GCA_002156965.1_ASM215696v1,,,na
GCA_002813675.1,PRJNA349209,SAMN05928841,,na,1911685,1911685,Methanobacterium sp. MZ-A1,strain=MZ-A1,,latest,Complete Genome,Major,Full,07/12/2017,ASM281367v1,Japan Agency for Marine-Earth Science and technology,GCF_002813675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/675/GCA_002813675.1_ASM281367v1,,,na
GCA_024498175.1,PRJNA861110,SAMN29883561,,representative genome,1912324,1912324,Haloplanus salinarum,strain=JCM 31424,,latest,Complete Genome,Major,Full,01/08/2022,ASM2449817v1,Jiangsu University,GCF_024498175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/498/175/GCA_024498175.1_ASM2449817v1,,assembly from type material,na
GCA_002214165.1,PRJNA353339,SAMN06014021,,na,1920749,1920749,Candidatus Mancarchaeum acidiphilum,strain=Mia14,,latest,Complete Genome,Major,Full,03/07/2017,ASM221416v1,Fidelity Systems,GCF_002214165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/165/GCA_002214165.1_ASM221416v1,,,na
GCA_002844335.1,PRJNA360060,SAMN06200074,,representative genome,1932004,1932004,Haloarcula taiwanensis,strain=Taiwanensis,,latest,Complete Genome,Major,Full,18/12/2017,ASM284433v1,National Taiwan University,GCF_002844335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/844/335/GCA_002844335.1_ASM284433v1,,,na
GCA_001989615.1,PRJNA360226,SAMN06205239,,na,1932360,1932360,Halorientalis sp. IM1011,strain=IM1011,,latest,Complete Genome,Major,Full,07/02/2017,ASM198961v1,"Institute of Microbiology, Chinese Academy of Sciences",GCF_001989615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/615/GCA_001989615.1_ASM198961v1,,,na
GCA_013407165.1,PRJNA434055,SAMN08535025,,representative genome,1959104,1959104,Nitrosopumilus oxyclinae,strain=HCE1,,latest,Complete Genome,Major,Full,13/07/2020,ASM1340716v1,University of Washington,GCF_013407165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/407/165/GCA_013407165.1_ASM1340716v1,,assembly from type material,na
GCA_002197185.1,PRJNA389376,SAMN07196561,,na,2008440,2008440,Thermococcus sp. 5-4,strain=5-4,,latest,Complete Genome,Major,Full,16/06/2017,ASM219718v1,"Genoscope, Evry, France",GCF_002197185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/185/GCA_002197185.1_ASM219718v1,,,na
GCA_900198835.1,PRJEB22778,SAMEA104149373,,representative genome,2016361,2016361,Thermococcus henrietii,strain=EXT12c,,latest,Complete Genome,Major,Full,17/10/2017,chr_EXT12c,Universite de Bretagne Occidentale,GCF_900198835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/198/835/GCA_900198835.1_chr_EXT12c,,assembly from type material,na
GCA_904067545.1,PRJEB40155,SAMEA104149385,,representative genome,2016373,2016373,Thermococcus camini,strain=IRI35c,,latest,Complete Genome,Major,Full,11/09/2020,T_caminus_IRI35c,Universite de Bretagne Occidentale,GCF_904067545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/067/545/GCA_904067545.1_T_caminus_IRI35c,,assembly from type material,na
GCA_002356395.1,PRJDB5909,SAMD00084331,,na,2017966,2017966,Methanothermobacter sp. EMTCatA1,,EMTCatA1,latest,Complete Genome,Major,Full,08/07/2017,ASM235639v1,"Department of System Innovation, Graduate School of Engineering, the University of Tokyo, Tokyo, Japan",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/395/GCA_002356395.1_ASM235639v1,derived from environmental source,,na
GCA_003491285.1,PRJNA396082,SAMN07436798,,na,2025350,2025350,Methanobacterium sp. BRmetb2,,BRmetb2,latest,Complete Genome,Major,Full,07/09/2018,ASM349128v1,Japan Agency for Marine-Earth Science and technology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/491/285/GCA_003491285.1_ASM349128v1,derived from metagenome,,na
GCA_003491305.1,PRJNA396082,SAMN07437073,,na,2025351,2025351,Methanobacterium sp. BAmetb5,,BAmetb5,latest,Complete Genome,Major,Full,07/09/2018,ASM349130v1,Japan Agency for Marine-Earth Science and technology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/491/305/GCA_003491305.1_ASM349130v1,derived from metagenome,,na
GCA_016699555.1,PRJNA629478,SAMN16425940,,na,2026736,2026736,Candidatus Diapherotrites archaeon,,Fred_18-Q3-R57-64_BAT3C.431,latest,Complete Genome,Major,Full,19/01/2021,ASM1669955v1,Aalborg University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/699/555/GCA_016699555.1_ASM1669955v1,derived from metagenome; genus undefined,,na
GCA_026016245.1,PRJNA644245,SAMN16047463,,na,2026773,2026773,Candidatus Pacearchaeota archaeon,,Pace33H,latest,Complete Genome,Major,Full,07/11/2022,ASM2601624v1,Japan Agency for Marine-Earth Science and technology,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/016/245/GCA_026016245.1_ASM2601624v1,derived from metagenome; genus undefined,,na
GCA_023898345.1,PRJNA648801,SAMN15687545,,na,2026803,2026803,Candidatus Woesearchaeota archaeon,,HK-STAS-Nano-1,latest,Complete Genome,Major,Full,24/06/2022,ASM2389834v1,The University of Hong Kong,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/898/345/GCA_023898345.1_ASM2389834v1,derived from metagenome; genus undefined,,na
GCA_023898365.1,PRJNA648801,SAMN15687547,,na,2026803,2026803,Candidatus Woesearchaeota archaeon,,HK-STAS-Nano-3,latest,Complete Genome,Major,Full,24/06/2022,ASM2389836v1,The University of Hong Kong,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/898/365/GCA_023898365.1_ASM2389836v1,derived from metagenome; genus undefined,,na
GCA_021233415.1,PRJNA787373,SAMN23798363,,representative genome,2039234,2039234,Halobacterium litoreum,strain=ZS-54-S2,,latest,Complete Genome,Major,Full,20/12/2021,ASM2123341v1,Jiangsu University,GCF_021233415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/233/415/GCA_021233415.1_ASM2123341v1,,assembly from type material,na
GCA_003430805.1,PRJNA429548,SAMN08348520,,na,2044521,2044521,Natrarchaeobaculum sulfurireducens,strain=AArc-Mg,,latest,Complete Genome,Major,Full,28/08/2018,ASM343080v1,C.N.R. - Institute for Coastal Marine Environment (IAMC),GCF_003430805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/430/805/GCA_003430805.1_ASM343080v1,,,na
