assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,OGT,predicted_OGT
GCA_023521175.1,PRJNA398615,SAMN08362830,,na,1423,1423,Bacillus subtilis,strain=PK5_52,,latest,Complete Genome,Major,Full,23/05/2022,ASM2352117v1,,GCF_023521175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/521/175/GCA_023521175.1_ASM2352117v1,,,na,,,,,,,,,,,,,,,,32,36.3
GCA_029536815.1,PRJNA941188,SAMN33591733,,na,1423,1423,Bacillus subtilis,strain=PRO31,,latest,Complete Genome,Major,Full,02/04/2023,ASM2953681v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/536/815/GCA_029536815.1_ASM2953681v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,32,37.41
GCA_029536895.1,PRJNA941188,SAMN33591724,,na,1423,1423,Bacillus subtilis,strain=PRO115,,latest,Complete Genome,Major,Full,02/04/2023,ASM2953689v1,,GCF_029536895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/536/895/GCA_029536895.1_ASM2953689v1,,,na,,,,,,,,,,,,,,,,32,36.34
GCA_029536935.1,PRJNA941188,SAMN33591721,,na,1423,1423,Bacillus subtilis,strain=PRO112,,latest,Complete Genome,Major,Full,02/04/2023,ASM2953693v1,,GCF_029536935.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/536/935/GCA_029536935.1_ASM2953693v1,,,na,,,,,,,,,,,,,,,,32,36.02
GCA_029537155.1,PRJNA941188,SAMN33591691,,na,1423,1423,Bacillus subtilis,strain=DSM 1090,,latest,Complete Genome,Major,Full,02/04/2023,ASM2953715v1,,GCF_029537155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/537/155/GCA_029537155.1_ASM2953715v1,,,na,,,,,,,,,,,,,,,,32,36.05
GCA_029637165.1,PRJNA685943,SAMN17101819,,na,1423,1423,Bacillus subtilis,strain=ID-A05,,latest,Complete Genome,Major,Full,10/04/2023,ASM2963716v1,,GCF_029637165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/637/165/GCA_029637165.1_ASM2963716v1,,,na,,,,,,,,,,,,,,,,32,36.32
GCA_029762155.1,PRJNA941188,SAMN33591751,,na,1423,1423,Bacillus subtilis,strain=PRO61,,latest,Complete Genome,Major,Full,16/04/2023,ASM2976215v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/762/155/GCA_029762155.1_ASM2976215v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,32,39.34
GCA_905311385.2,PRJEB43128,SAMEA8103433,,na,1423,1423,Bacillus subtilis,,NRS6116,latest,Complete Genome,Major,Full,02/02/2023,NRS6116B,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/311/385/GCA_905311385.2_NRS6116B,,,na,,,,,,,,,,,,,,,,32,36.46
GCA_905312035.2,PRJEB43128,SAMEA8103435,,na,1423,1423,Bacillus subtilis,,NRS6120,latest,Complete Genome,Major,Full,02/02/2023,NRS6120B,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/312/035/GCA_905312035.2_NRS6120B,,,na,,,,,,,,,,,,,,,,32,37.15
GCA_905315055.2,PRJEB43128,SAMEA8103438,,na,1423,1423,Bacillus subtilis,,NRS6128,latest,Complete Genome,Major,Full,02/02/2023,NRS6128B,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/315/055/GCA_905315055.2_NRS6128B,,,na,,,,,,,,,,,,,,,,32,36.71
GCA_905315705.2,PRJEB43128,SAMEA8103446,,na,1423,1423,Bacillus subtilis,,NRS6153,latest,Complete Genome,Major,Full,02/02/2023,NRS6153B,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/315/705/GCA_905315705.2_NRS6153B,,,na,,,,,,,,,,,,,,,,32,36.23
GCA_905319155.2,PRJEB43128,SAMEA8103450,,na,1423,1423,Bacillus subtilis,,NRS6183,latest,Complete Genome,Major,Full,02/02/2023,NRS6183B,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/319/155/GCA_905319155.2_NRS6183B,,,na,,,,,,,,,,,,,,,,32,36.21
GCA_001565875.1,PRJNA309599,SAMN04437026,,na,86029,1423,Bacillus subtilis subsp. natto,strain=CGMCC 2108,,latest,Complete Genome,Major,Full,22/02/2016,ASM156587v1,,GCF_001565875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/565/875/GCA_001565875.1_ASM156587v1,,,na,,,,,,,,,,,,,,,,32,37.2
GCA_020773035.1,PRJNA772879,SAMN22417850,,na,86029,1423,Bacillus subtilis subsp. natto,strain=SCP010-1,,latest,Complete Genome,Major,Full,06/11/2021,ASM2077303v1,,GCF_020773035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/773/035/GCA_020773035.1_ASM2077303v1,,,na,,,,,,,,,,,,,,,,32,37.36
GCA_022701095.1,PRJNA695238,SAMN17608139,,na,86029,1423,Bacillus subtilis subsp. natto,strain=BN0,,latest,Complete Genome,Major,Full,28/03/2022,ASM2270109v1,,GCF_022701095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/701/095/GCA_022701095.1_ASM2270109v1,,,na,,,,,,,,,,,,,,,,32,37.09
GCA_027923485.1,PRJDB12001,SAMD00393828,,na,86029,1423,Bacillus subtilis subsp. natto,strain=G8,,latest,Complete Genome,Major,Full,11/11/2022,ASM2792348v1,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/923/485/GCA_027923485.1_ASM2792348v1,,,na,,,,,,,,,,,,,,,,32,36.61
GCA_001541905.1,PRJNA309082,SAMN04420251,,na,135461,1423,Bacillus subtilis subsp. subtilis,strain=CU1050,,latest,Complete Genome,Major,Full,27/01/2016,ASM154190v1,,GCF_001541905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/541/905/GCA_001541905.1_ASM154190v1,,,na,,,,,,,,,,,,,,,,32,36.53
GCA_001596535.1,PRJNA310397,SAMN04451900,,na,135461,1423,Bacillus subtilis subsp. subtilis,strain=D12-5,,latest,Complete Genome,Major,Full,23/03/2016,ASM159653v1,,GCF_001596535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/596/535/GCA_001596535.1_ASM159653v1,many frameshifted proteins,,na,,,,,,,,,,,,,,,,32,36.8
GCA_002201955.1,PRJNA389629,SAMN07204268,,na,135461,1423,Bacillus subtilis subsp. subtilis,strain=SRCM100761,,latest,Complete Genome,Major,Full,20/06/2017,ASM220195v1,,GCF_002201955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/955/GCA_002201955.1_ASM220195v1,,,na,,,,,,,,,,,,,,,,32,37.01
GCA_003665395.1,PRJNA495409,SAMN10225133,,na,135461,1423,Bacillus subtilis subsp. subtilis,strain=2KL1,,latest,Complete Genome,Major,Full,17/10/2018,ASM366539v1,,GCF_003665395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/665/395/GCA_003665395.1_ASM366539v1,,,na,,,,,,,,,,,,,,,,32,37.29
GCA_006741845.1,PRJDB8042,SAMD00169822,,na,135461,1423,Bacillus subtilis subsp. subtilis,strain=NBRC 13719,,latest,Complete Genome,Major,Full,11/06/2019,ASM674184v1,,GCF_006741845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/741/845/GCA_006741845.1_ASM674184v1,,assembly from type material,na,,,,,,,,,,,,,,,,32,36.51
GCA_000209795.2,PRJDA38027,SAMD00016353,,na,645657,1423,Bacillus subtilis subsp. natto BEST195,strain=BEST195,,latest,Complete Genome,Major,Full,22/05/2014,ASM20979v2,,GCF_000209795.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/795/GCA_000209795.2_ASM20979v2,,,na,,,,,,,,,,,,,,,,32,36.25
GCA_017809215.1,PRJNA639094,SAMN16955018,,na,38875,38875,Heyndrickxia oleronia,strain=DSM 9356,,latest,Complete Genome,Major,Full,29/01/2021,ASM1780921v1,,GCF_017809215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/809/215/GCA_017809215.1_ASM1780921v1,,assembly from type material,na,,,,,,,,,,,,,,,,30,47.45
GCA_000819665.1,PRJNA269241,SAMN03253097,,na,1406,1406,Paenibacillus polymyxa,strain=Sb3-1,,latest,Complete Genome,Major,Full,16/01/2015,ASM81966v1,,GCF_000819665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/819/665/GCA_000819665.1_ASM81966v1,,,na,,,,,,,,,,,,,,,,31,44.01
GCA_001719045.1,PRJNA295948,SAMN04095573,,na,1406,1406,Paenibacillus polymyxa,strain=J,,latest,Complete Genome,Major,Full,06/09/2016,ASM171904v1,,GCF_001719045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/719/045/GCA_001719045.1_ASM171904v1,,,na,,,,,,,,,,,,,,,,31,43.38
GCA_001874405.3,PRJNA352445,SAMN05981091,,na,1406,1406,Paenibacillus polymyxa,strain=YC0136,,latest,Complete Genome,Major,Full,03/01/2018,ASM187440v3,,GCF_001874405.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/405/GCA_001874405.3_ASM187440v3,,,na,,,,,,,,,,,,,,,,31,43.75
GCA_001874425.3,PRJNA352448,SAMN05981093,,na,1406,1406,Paenibacillus polymyxa,strain=YC0573,,latest,Complete Genome,Major,Full,03/01/2018,ASM187442v3,,GCF_001874425.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/425/GCA_001874425.3_ASM187442v3,,,na,,,,,,,,,,,,,,,,31,43.97
GCA_002893885.1,PRJNA428591,SAMN08295233,,na,1406,1406,Paenibacillus polymyxa,strain=HY96-2,,latest,Complete Genome,Major,Full,21/01/2018,ASM289388v1,,GCF_002893885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/893/885/GCA_002893885.1_ASM289388v1,,,na,,,,,,,,,,,,,,,,31,43.81
GCA_006274405.1,PRJNA545384,SAMN11890480,,representative genome,1406,1406,Paenibacillus polymyxa,strain=ZF129,,latest,Complete Genome,Major,Full,12/06/2019,ASM627440v1,,GCF_006274405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/274/405/GCA_006274405.1_ASM627440v1,,,na,,,,,,,,,,,,,,,,31,44.22
GCA_007858415.1,PRJNA557085,SAMN12389287,,na,1406,1406,Paenibacillus polymyxa,strain=ZF197,,latest,Complete Genome,Major,Full,06/08/2019,ASM785841v1,,GCF_007858415.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/858/415/GCA_007858415.1_ASM785841v1,,,na,,,,,,,,,,,,,,,,31,43.89
GCA_015710975.1,PRJNA609344,SAMN14247784,,na,1406,1406,Paenibacillus polymyxa,strain=DSM 36,,latest,Complete Genome,Major,Full,02/12/2020,ASM1571097v1,,GCF_015710975.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/710/975/GCA_015710975.1_ASM1571097v1,,assembly from type material,na,,,,,,,,,,,,,,,,31,42.37
GCA_022649565.1,PRJNA412118,SAMN07701446,,na,1406,1406,Paenibacillus polymyxa,strain=C12,,latest,Complete Genome,Major,Full,21/03/2022,ASM2264956v1,,GCF_022649565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/649/565/GCA_022649565.1_ASM2264956v1,,,na,,,,,,,,,,,,,,,,31,43.38
GCA_023374295.1,PRJNA777534,SAMN22863581,,na,1406,1406,Paenibacillus polymyxa,strain=MEZ6,,latest,Complete Genome,Major,Full,16/05/2022,ASM2337429v1,,GCF_023374295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/374/295/GCA_023374295.1_ASM2337429v1,,,na,,,,,,,,,,,,,,,,31,44.23
GCA_023586645.2,PRJNA806727,SAMN25898150,,na,1406,1406,Paenibacillus polymyxa,strain=R 3.13,,latest,Complete Genome,Major,Full,18/11/2022,ASM2358664v2,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/586/645/GCA_023586645.2_ASM2358664v2,many frameshifted proteins,,na,,,,,,,,,,,,,,,,31,42.37
GCA_029203955.1,PRJNA515601,SAMN10762405,,na,1406,1406,Paenibacillus polymyxa,strain=KN-03,,latest,Complete Genome,Major,Full,14/03/2023,ASM2920395v1,,GCF_029203955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/203/955/GCA_029203955.1_ASM2920395v1,,,na,,,,,,,,,,,,,,,,31,43.05
GCA_014706555.1,PRJNA579475,SAMN13111907,,na,349520,1406,Paenibacillus polymyxa E681,strain=E681,type B,latest,Complete Genome,Major,Full,23/09/2020,ASM1470655v1,,GCF_014706555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/706/555/GCA_014706555.1_ASM1470655v1,,,na,,,,,,,,,,,,,,,,31,43.59
GCA_014706575.1,PRJNA579475,SAMN13111908,,na,349520,1406,Paenibacillus polymyxa E681,strain=E681,type B,latest,Complete Genome,Major,Full,23/09/2020,ASM1470657v1,,GCF_014706575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/706/575/GCA_014706575.1_ASM1470657v1,,,na,,,,,,,,,,,,,,,,31,43.77
GCA_000164985.2,PRJNA52019,SAMN02603854,,na,886882,1406,Paenibacillus polymyxa SC2,strain=SC2,,latest,Complete Genome,Major,Full,27/03/2015,ASM16498v2,,GCF_000164985.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/985/GCA_000164985.2_ASM16498v2,,,na,,,,,,,,,,,,,,,,31,44.17
GCA_022811565.1,PRJNA416965,SAMN07972645,,na,1036171,1406,Paenibacillus polymyxa ATCC 842,strain=ATCC 842,,latest,Complete Genome,Major,Full,04/04/2022,ASM2281156v1,,GCF_022811565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/811/565/GCA_022811565.1_ASM2281156v1,,assembly from type material,na,,,,,,,,,,,,,,,,31,43.19
GCA_000237325.1,PRJEA68665,SAMEA2272483,,na,1052684,1406,Paenibacillus polymyxa M1,strain=M1,,latest,Complete Genome,Major,Full,05/08/2011,ASM23732v1,,GCF_000237325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/325/GCA_000237325.1_ASM23732v1,,,na,,,,,,,,,,,,,,,,31,43.48
GCA_001590685.1,PRJNA313115,SAMN04515682,,representative genome,1476,1476,Sporosarcina psychrophila,strain=DSM 6497,,latest,Complete Genome,Major,Full,14/03/2016,ASM159068v1,,GCF_001590685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/590/685/GCA_001590685.1_ASM159068v1,,,na,,,,,,,,,,,,,,,,18,46.01
GCA_016724865.1,PRJNA231221,SAMN16357330,,representative genome,1407,1407,Peribacillus psychrosaccharolyticus,strain=FDAARGOS_1161,,latest,Complete Genome,Major,Full,20/01/2021,ASM1672486v1,,GCF_016724865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/724/865/GCA_016724865.1_ASM1672486v1,,,na,,,,,,,,,,,,,,,,21,43.96
GCA_001938665.1,PRJNA320863,SAMN04958657,,na,561879,561879,Bacillus safensis,strain=U14-5,,latest,Complete Genome,Major,Full,06/01/2017,ASM193866v1,,GCF_001938665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/938/665/GCA_001938665.1_ASM193866v1,,,na,,,,,,,,,,,,,,,,31,37.46
GCA_009936195.2,PRJDB8990,SAMD00192925,,na,561879,561879,Bacillus safensis,strain=IDN1,,latest,Complete Genome,Minor,Full,10/12/2019,ASM993619v2,,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/936/195/GCA_009936195.2_ASM993619v2,many frameshifted proteins,,na,,,,,,,,,,,,,,,,31,31.14
GCA_016803835.1,PRJNA694824,SAMN17574945,,na,561879,561879,Bacillus safensis,strain=F6,,latest,Complete Genome,Major,Full,03/02/2021,ASM1680383v1,,GCF_016803835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/803/835/GCA_016803835.1_ASM1680383v1,,,na,,,,,,,,,,,,,,,,31,37.2
GCA_023093895.1,PRJNA826710,SAMN27578315,,na,561879,561879,Bacillus safensis,strain=ZK-1,,latest,Complete Genome,Major,Full,24/04/2022,ASM2309389v1,,GCF_023093895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/093/895/GCA_023093895.1_ASM2309389v1,,,na,,,,,,,,,,,,,,,,31,36.8
GCA_025309755.1,PRJNA879880,SAMN30816007,,na,561879,561879,Bacillus safensis,strain=GX-H6,,latest,Complete Genome,Major,Full,20/09/2022,ASM2530975v1,,GCF_025309755.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/309/755/GCA_025309755.1_ASM2530975v1,,,na,,,,,,,,,,,,,,,,31,36.85
GCA_025490575.1,PRJNA883027,SAMN14228091,,na,561879,561879,Bacillus safensis,strain=33.4,,latest,Complete Genome,Major,Full,29/09/2022,ASM2549057v1,,GCF_025490575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/490/575/GCA_025490575.1_ASM2549057v1,,,na,,,,,,,,,,,,,,,,31,36.93
GCA_026970855.1,PRJNA909946,SAMN32105764,,na,561879,561879,Bacillus safensis,strain=PLA 1006,,latest,Complete Genome,Major,Full,19/12/2022,ASM2697085v1,,GCF_026970855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/970/855/GCA_026970855.1_ASM2697085v1,,,na,,,,,,,,,,,,,,,,31,36.14
GCA_028463885.1,PRJNA927123,SAMN32902172,,na,561879,561879,Bacillus safensis,strain=SRCM125915,,latest,Complete Genome,Major,Full,05/02/2023,ASM2846388v1,,GCF_028463885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/463/885/GCA_028463885.1_ASM2846388v1,,,na,,,,,,,,,,,,,,,,31,37.02
GCA_026014025.1,PRJNA894992,SAMN31484458,,na,659243,659243,Bacillus siamensis,strain=YB-1631,,latest,Complete Genome,Major,Full,06/11/2022,ASM2601402v1,,GCF_026014025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/014/025/GCA_026014025.1_ASM2601402v1,,,na,,,,,,,,,,,,,,,,31,33.34
GCA_001586195.1,PRJNA296936,SAMN04111444,,na,76853,76853,Solibacillus silvestris,strain=DSM 12223,,latest,Complete Genome,Major,Full,10/03/2016,ASM158619v1,,GCF_001586195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/586/195/GCA_001586195.1_ASM158619v1,unverified source organism; not used as type,,na,,,,,,,,,,,,,,,,28,47.6
GCA_000271325.1,PRJDA65037,SAMD00060988,,na,1002809,76853,Solibacillus silvestris StLB046,strain=StLB046,,latest,Complete Genome,Major,Full,04/04/2011,ASM27132v1,,GCF_000271325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/325/GCA_000271325.1_ASM27132v1,,,na,,,,,,,,,,,,,,,,28,46.97
GCA_001050115.1,PRJNA258357,SAMN03246763,,representative genome,1479,1479,Bacillus smithii,strain=DSM 4216,,latest,Complete Genome,Major,Full,08/07/2015,ASM105011v1,,GCF_001050115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/050/115/GCA_001050115.1_ASM105011v1,,assembly from type material,na,,,,,,,,,,,,,,,,53,47.71
GCA_001581875.1,PRJNA299746,SAMN04215005,,na,1421,1421,Lysinibacillus sphaericus,strain=OT4b.25,,latest,Complete Genome,Major,Full,08/03/2016,ASM158187v1,,GCF_001581875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/581/875/GCA_001581875.1_ASM158187v1,,,na,,,,,,,,,,,,,,,,33,43.5
GCA_002300135.1,PRJNA327158,SAMN05300636,,na,1422,1422,Geobacillus stearothermophilus,strain=DSM 458,,latest,Complete Genome,Major,Full,13/09/2017,ASM230013v1,,GCF_002300135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/300/135/GCA_002300135.1_ASM230013v1,,,na,,,,,,,,,,,,,,,,54,60.39
GCA_009914195.1,PRJNA513473,SAMN10713426,,na,1422,1422,Geobacillus stearothermophilus,strain=B5,,latest,Complete Genome,Major,Full,22/01/2020,ASM991419v1,,GCF_009914195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/195/GCA_009914195.1_ASM991419v1,,,na,,,,,,,,,,,,,,,,54,60.95
GCA_014961685.1,PRJNA668830,SAMN16424890,,na,1422,1422,Geobacillus stearothermophilus,strain=DG-1,,latest,Complete Genome,Major,Full,27/10/2020,ASM1496168v1,,GCF_014961685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/961/685/GCA_014961685.1_ASM1496168v1,,,na,,,,,,,,,,,,,,,,54,60.3
GCA_001274575.1,PRJNA252389,SAMN04012428,,na,272567,1422,Geobacillus stearothermophilus 10,strain=10,,latest,Complete Genome,Major,Full,26/08/2015,ASM127457v1,,GCF_001274575.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/274/575/GCA_001274575.1_ASM127457v1,,,na,,,,,,,,,,,,,,,,54,61.35
GCA_003096215.1,PRJNA407857,SAMN07665164,,na,35841,35841,Caldibacillus thermoamylovorans,strain=SSBM,,latest,Complete Genome,Major,Full,07/05/2018,ASM309621v1,,GCF_003096215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/215/GCA_003096215.1_ASM309621v1,,,na,,,,,,,,,,,,,,,,41,49.87
GCA_002243665.1,PRJNA353561,SAMN06016323,,representative genome,33938,33938,Geobacillus thermocatenulatus,strain=KCTC 3921,,latest,Complete Genome,Major,Full,08/08/2017,ASM224366v1,,GCF_002243665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/243/665/GCA_002243665.1_ASM224366v1,,,na,,,,,,,,,,,,,,,,58,60.97
GCA_002072065.1,PRJNA347632,SAMN05894115,,representative genome,33940,33940,Geobacillus thermodenitrificans,strain=KCTC3902,,latest,Complete Genome,Major,Full,23/03/2017,ASM207206v1,,GCF_002072065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/072/065/GCA_002072065.1_ASM207206v1,,,na,,,,,,,,,,,,,,,,58,60.38
GCA_002119625.1,PRJNA377291,SAMN06459234,,na,33940,33940,Geobacillus thermodenitrificans,strain=T12,,latest,Complete Genome,Major,Full,09/05/2017,ASM211962v1,,GCF_002119625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/625/GCA_002119625.1_ASM211962v1,,,na,,,,,,,,,,,,,,,,58,61.67
GCA_002706565.1,PRJNA347629,SAMN05893589,,na,33940,33940,Geobacillus thermodenitrificans,strain=ID-1,,latest,Complete Genome,Major,Full,25/10/2017,ASM270656v1,,GCF_002706565.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/706/565/GCA_002706565.1_ASM270656v1,,,na,,,,,,,,,,,,,,,,58,61.07
GCA_000015745.1,PRJNA18655,SAMN02603899,,na,420246,33940,Geobacillus thermodenitrificans NG80-2,strain=NG80-2,,latest,Complete Genome,Major,Full,29/03/2007,ASM1574v1,,GCF_000015745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/745/GCA_000015745.1_ASM1574v1,,,na,,,,,,,,,,,,,,,,58,60.08
GCA_001295365.1,PRJNA296418,SAMN04099008,,na,1426,1426,Parageobacillus thermoglucosidasius,strain=DSM 2542,,latest,Complete Genome,Major,Full,22/09/2015,ASM129536v1,,GCF_001295365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/295/365/GCA_001295365.1_ASM129536v1,,assembly from type material,na,,,,,,,,,,,,,,,,55,55.3
GCA_001700985.1,PRJNA330787,SAMN05416582,,representative genome,1426,1426,Parageobacillus thermoglucosidasius,strain=NCIMB 11955,,latest,Complete Genome,Major,Full,09/08/2016,ASM170098v1,,GCF_001700985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/985/GCA_001700985.1_ASM170098v1,,assembly from type material,na,,,,,,,,,,,,,,,,55,55.46
GCA_001902495.1,PRJNA330787,SAMN05416583,,na,1426,1426,Parageobacillus thermoglucosidasius,strain=TM242,,latest,Complete Genome,Major,Full,13/12/2016,ASM190249v1,,GCF_001902495.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/902/495/GCA_001902495.1_ASM190249v1,,,na,,,,,,,,,,,,,,,,55,55.44
GCA_022846475.1,PRJDB12551,SAMD00442892,,na,1426,1426,Parageobacillus thermoglucosidasius,strain=BH4-1,,latest,Complete Genome,Major,Full,25/02/2022,ASM2284647v1,,GCF_022846475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/846/475/GCA_022846475.1_ASM2284647v1,,,na,,,,,,,,,,,,,,,,55,55.13
GCA_024509915.1,PRJNA668107,SAMN16397577,,na,1426,1426,Parageobacillus thermoglucosidasius,strain=23.6,,latest,Complete Genome,Major,Full,04/04/2022,ASM2450991v1,,GCF_024509915.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/509/915/GCA_024509915.1_ASM2450991v1,,,na,,,,,,,,,,,,,,,,55,54.69
GCA_000178395.2,PRJNA40781,SAMN02232024,,na,634956,1426,Parageobacillus thermoglucosidasius C56-YS93,strain=C56-YS93,,latest,Complete Genome,Major,Full,10/06/2011,ASM17839v2,,GCF_000178395.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/395/GCA_000178395.2_ASM17839v2,,,na,,,,,,,,,,,,,,,,55,55.27
GCA_001610955.1,PRJNA310809,SAMN04455789,,na,33941,33941,Geobacillus thermoleovorans,strain=KCTC 3570,,latest,Complete Genome,Major,Full,05/04/2016,ASM161095v1,,GCF_001610955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/955/GCA_001610955.1_ASM161095v1,unverified source organism; not used as type,,na,,,,,,,,,,,,,,,,60,60.45
GCA_001719205.1,PRJNA340206,SAMN04631815,,na,33941,33941,Geobacillus thermoleovorans,strain=FJAT-2391,,latest,Complete Genome,Major,Full,06/09/2016,ASM171920v1,,GCF_001719205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/719/205/GCA_001719205.1_ASM171920v1,,,na,,,,,,,,,,,,,,,,60,60.89
GCA_007855915.1,PRJNA556596,SAMN12360852,,na,33941,33941,Geobacillus thermoleovorans,strain=ARTRW1,,latest,Complete Genome,Major,Full,06/08/2019,ASM785591v1,,GCF_007855915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/855/915/GCA_007855915.1_ASM785591v1,,,na,,,,,,,,,,,,,,,,60,60.81
