assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,OGT,predicted_OGT,I_fraction,V_fraction,Y_fraction,W_fraction,R_fraction,E_fraction,L_fraction,A_fraction,N_fraction,D_fraction,C_fraction,Q_fraction,G_fraction,H_fraction,K_fraction,M_fraction,F_fraction,P_fraction,S_fraction,T_fraction,B_fraction,Z_fraction,O_fraction,U_fraction,X_fraction,J_fraction,other_fraction
GCA_000017705.1,PRJNA19857,SAMN02603960,,na,2902295,680,Vibrio campbellii ATCC BAA-1116,strain=ATCC BAA-1116; BB120,,latest,Complete Genome,Major,Full,28/08/2007,ASM1770v1,The Vibrio harveyi Genome Sequencing Project,GCF_000017705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/705/GCA_000017705.1_ASM1770v1,,,na,28,30.29,0.06065,0.06983,0.03185,0.01332,0.04732,0.06564,0.10125,0.08395,0.04219,0.05456,0.01071,0.04539,0.06646,0.02256,0.05727,0.02722,0.04093,0.03857,0.06633,0.05401,0,0,0,0,0,0,0
GCA_000464435.1,PRJNA210229,SAMN02603672,,na,2902295,680,Vibrio campbellii ATCC BAA-1116,strain=ATCC BAA-1116,,latest,Complete Genome,Major,Full,04/09/2013,ASM46443v1,Naval Research Laboratory,GCF_000464435.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/464/435/GCA_000464435.1_ASM46443v1,,,na,28,30.16,0.06066,0.07031,0.03179,0.01326,0.04668,0.06592,0.1011,0.0847,0.042,0.05492,0.01056,0.04536,0.06693,0.02246,0.05687,0.02715,0.04081,0.03855,0.066,0.05395,0,0,0,0,2.00E-05,0,0
GCA_000770115.2,PRJNA260398,SAMN03075601,,representative genome,669,669,Vibrio harveyi,strain=ATCC 33843 (392 [MAV]),,latest,Complete Genome,Major,Full,05/12/2014,ASM77011v2,NRL,GCF_000770115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/770/115/GCA_000770115.2_ASM77011v2,,,na,27,28.71,0.06188,0.07223,0.03104,0.0125,0.04338,0.06567,0.10147,0.08547,0.04276,0.05627,0.00996,0.0451,0.0681,0.02184,0.05357,0.02747,0.04221,0.03851,0.06613,0.05444,0,0,0,0,0,0,0
GCA_001558435.2,PRJNA231221,SAMN03996323,,na,669,669,Vibrio harveyi,strain=FDAARGOS_107,,latest,Complete Genome,Major,Full,31/01/2018,ASM155843v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCF_001558435.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/435/GCA_001558435.2_ASM155843v2,,,na,27,28.7,0.06161,0.07196,0.03117,0.01259,0.04363,0.06555,0.10166,0.08552,0.0428,0.05566,0.0102,0.04509,0.0675,0.02202,0.05418,0.02748,0.04227,0.03852,0.0662,0.05441,0,0,0,0,0,0,0
GCA_001908435.2,PRJNA340970,SAMN06041746,,na,669,669,Vibrio harveyi,strain=QT520,,latest,Complete Genome,Major,Full,04/01/2017,ASM190843v2,hainan academy of ocean and fisheries sciences,GCF_001908435.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/435/GCA_001908435.2_ASM190843v2,,,na,27,27.83,0.06144,0.07204,0.03095,0.01245,0.04354,0.06522,0.10158,0.08576,0.04287,0.0561,0.01013,0.04542,0.06758,0.02206,0.05403,0.02733,0.04218,0.03855,0.06603,0.05474,0,0,0,0,0,0,0
GCA_002850295.1,PRJNA418027,SAMN08013468,,na,669,669,Vibrio harveyi,strain=345,,latest,Complete Genome,Major,Full,03/01/2018,ASM285029v1,"South China Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences",GCF_002850295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/295/GCA_002850295.1_ASM285029v1,,,na,27,29.2,0.06168,0.07113,0.03126,0.01253,0.04472,0.06594,0.10143,0.08491,0.04291,0.05561,0.01035,0.04546,0.06694,0.02217,0.05475,0.02729,0.04188,0.03865,0.06617,0.05422,0,0,0,0,0,0,0
GCA_009184745.1,PRJNA576309,SAMN12989727,,na,669,669,Vibrio harveyi,strain=WXL538,,latest,Complete Genome,Major,Full,20/10/2019,ASM918474v1,ocean university of China,GCF_009184745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/184/745/GCA_009184745.1_ASM918474v1,,,na,27,28.4,0.06176,0.07205,0.03106,0.01246,0.0434,0.06567,0.10144,0.08548,0.04291,0.056,0.01023,0.04508,0.06764,0.02201,0.05387,0.02739,0.04232,0.03846,0.06611,0.05467,0,0,0,0,0,0,0
GCA_028551315.1,PRJNA930126,SAMN32983302,,na,669,669,Vibrio harveyi,strain=VH21FL,,latest,Complete Genome,Major,Full,08/02/2023,ASM2855131v1,Pukyong National University,GCF_028551315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/551/315/GCA_028551315.1_ASM2855131v1,,,na,27,27.82,0.06199,0.07186,0.03124,0.0124,0.04307,0.06581,0.10085,0.08497,0.0434,0.05642,0.01006,0.04495,0.0678,0.02195,0.05416,0.02724,0.0424,0.03835,0.06633,0.05476,0,0,0,0,0,0,0
GCA_028993535.1,PRJNA934715,SAMN33330971,,na,669,669,Vibrio harveyi,strain=fish9,,latest,Complete Genome,Major,Full,04/03/2023,ASM2899353v1,Croatian Veterinary Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/993/535/GCA_028993535.1_ASM2899353v1,many frameshifted proteins,,na,27,29.78,0.0609,0.07114,0.03241,0.01226,0.04374,0.06659,0.10227,0.08274,0.04341,0.05577,0.01113,0.04583,0.06342,0.0227,0.05592,0.02768,0.04276,0.03655,0.06822,0.05458,0,0,0,0,0,0,0
GCA_024508015.1,PRJNA607328,SAMN29939551,,na,691,691,Vibrio natriegens,strain=14048,,latest,Complete Genome,Major,Full,03/08/2022,ASM2450801v1,Lawrence Berkeley National Laboratory,GCF_024508015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/508/015/GCA_024508015.1_ASM2450801v1,,assembly from type material,na,31,30.82,0.06292,0.0726,0.03023,0.01271,0.04435,0.06502,0.10258,0.08603,0.04146,0.05471,0.01051,0.044,0.07003,0.02222,0.05197,0.02738,0.04129,0.03982,0.0663,0.05385,0,0,0,0,0,0,0
GCA_001680025.1,PRJNA327130,SAMN05302747,,na,1219067,691,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,strain=ATCC 14048,,latest,Complete Genome,Major,Full,06/07/2016,ASM168002v1,"Synthetic Genomics, Inc.",GCF_001680025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/025/GCA_001680025.1_ASM168002v1,,assembly from type material,na,31,31,0.06299,0.07257,0.03025,0.01271,0.04436,0.06503,0.10269,0.08596,0.04146,0.05471,0.01054,0.04398,0.07,0.02222,0.052,0.02735,0.04133,0.03982,0.06622,0.05379,0,0,0,0,0,0,0
GCA_001700835.1,PRJNA274308,SAMN03325855,,na,670,670,Vibrio parahaemolyticus,strain=CHN25,,latest,Complete Genome,Major,Full,09/08/2016,ASM170083v1,Shanghai Ocean University,GCF_001700835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/835/GCA_001700835.1_ASM170083v1,,,na,29,29.68,0.06154,0.07153,0.03047,0.01263,0.0452,0.06612,0.10171,0.08666,0.04247,0.05507,0.01025,0.04549,0.06784,0.02232,0.05406,0.02731,0.04165,0.03904,0.06518,0.05345,0,0,0,0,0,0,0
GCA_001758605.1,PRJNA284329,SAMN03701448,,na,670,670,Vibrio parahaemolyticus,strain=FORC_023,378,latest,Complete Genome,Major,Full,11/10/2016,ASM175860v1,"Food-borne Pathogen Omics Research Center, FORC",GCF_001758605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/758/605/GCA_001758605.1_ASM175860v1,,,na,29,29.71,0.06178,0.0723,0.03052,0.01248,0.04436,0.06568,0.10212,0.08676,0.04226,0.05514,0.0102,0.04539,0.06809,0.02222,0.05341,0.02736,0.04186,0.03898,0.06547,0.05364,0,0,0,0,0,0,0
GCA_001887055.1,PRJNA303095,SAMN04285689,,na,670,670,Vibrio parahaemolyticus,strain=FORC_018,,latest,Complete Genome,Major,Full,28/11/2016,ASM188705v1,"Food-borne Pathogen Omics Research Center, FORC",GCF_001887055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/055/GCA_001887055.1_ASM188705v1,,,na,29,29.57,0.06177,0.07231,0.03046,0.01244,0.04422,0.06604,0.10184,0.08642,0.04232,0.05525,0.01013,0.04535,0.06811,0.02219,0.05367,0.02722,0.04186,0.03905,0.06549,0.05386,0,0,0,0,0,0,0
GCA_002073775.2,PRJNA231221,SAMN04875528,,na,670,670,Vibrio parahaemolyticus,strain=FDAARGOS_191,,latest,Complete Genome,Major,Full,02/03/2018,ASM207377v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCF_002073775.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/775/GCA_002073775.2_ASM207377v2,,,na,29,29.45,0.06191,0.07195,0.03045,0.01243,0.0448,0.06544,0.10197,0.0856,0.04267,0.05494,0.01051,0.0452,0.06761,0.02241,0.05395,0.02747,0.04207,0.03885,0.06587,0.0539,0,0,0,0,0,0,0
GCA_003085735.1,PRJNA371680,SAMN06310878,,na,670,670,Vibrio parahaemolyticus,strain=20130629002S01,,latest,Complete Genome,Major,Full,02/05/2018,ASM308573v1,Yellow Sea Fisheries Research Institute,GCF_003085735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/085/735/GCA_003085735.1_ASM308573v1,,,na,29,28.79,0.06148,0.07195,0.03071,0.01249,0.04442,0.06587,0.10134,0.0861,0.04281,0.05548,0.01025,0.04525,0.06776,0.02215,0.05413,0.02701,0.04167,0.03889,0.06604,0.0542,0,0,0,0,0,0,0
GCA_003691525.1,PRJNA487190,SAMN09878947,,na,670,670,Vibrio parahaemolyticus,strain=160807,,latest,Complete Genome,Major,Full,28/10/2018,ASM369152v1,Zhejiang Mariculture Research Institute,GCF_003691525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/691/525/GCA_003691525.1_ASM369152v1,,,na,29,29.69,0.06172,0.07169,0.03079,0.01256,0.04472,0.06573,0.10201,0.08516,0.04269,0.0552,0.01044,0.04519,0.06703,0.02248,0.05445,0.02717,0.04199,0.03858,0.06634,0.05408,0,0,0,0,0,0,0
GCA_008693745.1,PRJNA231221,SAMN11056377,,na,670,670,Vibrio parahaemolyticus,strain=FDAARGOS_662,,latest,Complete Genome,Major,Full,25/09/2019,ASM869374v1,US Food and Drug Administration,GCF_008693745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/745/GCA_008693745.1_ASM869374v1,,,na,29,29.59,0.0619,0.07219,0.0305,0.01249,0.04454,0.06545,0.10203,0.08594,0.04252,0.05476,0.01041,0.04512,0.0677,0.02231,0.05375,0.02755,0.04216,0.03889,0.06601,0.05379,0,0,0,0,0,0,0
GCA_009883895.1,PRJNA503785,SAMN10436807,,na,670,670,Vibrio parahaemolyticus,strain=20151116002-3,,latest,Complete Genome,Major,Full,15/01/2020,ASM988389v1,Yellow Sea Fisheries Research Institute,GCF_009883895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/883/895/GCA_009883895.1_ASM988389v1,,,na,29,29.47,0.06171,0.07165,0.03085,0.01257,0.04475,0.06561,0.10184,0.08544,0.0429,0.05509,0.01058,0.04506,0.06719,0.02236,0.05449,0.02719,0.04201,0.03865,0.0662,0.05386,0,0,0,0,0,0,0
GCA_014217295.1,PRJNA655788,SAMN15755100,,na,670,670,Vibrio parahaemolyticus,strain=TJA114,,latest,Complete Genome,Major,Full,17/08/2020,ASM1421729v1,Tianjin Agricultural University,GCF_014217295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/217/295/GCA_014217295.1_ASM1421729v1,,,na,29,29.43,0.06166,0.07147,0.03079,0.01257,0.04487,0.06602,0.10155,0.08561,0.04273,0.05582,0.01028,0.04515,0.06724,0.02221,0.05474,0.02691,0.04145,0.03878,0.06584,0.05431,0,0,0,0,0,0,0
GCA_015779285.1,PRJNA681469,SAMN16954303,,na,670,670,Vibrio parahaemolyticus,strain=20-082A3,,latest,Complete Genome,Major,Full,07/12/2020,ASM1577928v1,Korea Research Institute of Bioscience & Biotechnology,GCF_015779285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/779/285/GCA_015779285.1_ASM1577928v1,,,na,29,29,0.06157,0.07155,0.03099,0.01253,0.04473,0.06604,0.10108,0.08551,0.04279,0.05568,0.01033,0.04513,0.06749,0.02232,0.05467,0.02688,0.04149,0.03878,0.06597,0.05448,0,0,0,0,0,0,0
GCA_028228685.1,PRJNA866285,SAMN30158696,,na,670,670,Vibrio parahaemolyticus,strain=RMDVP1,,latest,Complete Genome,Major,Full,30/01/2023,ASM2822868v1,Osaka University,GCF_028228685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/228/685/GCA_028228685.1_ASM2822868v1,,,na,29,29.78,0.06184,0.07199,0.0305,0.01246,0.0447,0.06585,0.10197,0.08618,0.04243,0.05511,0.01024,0.04539,0.06792,0.02231,0.05392,0.02721,0.04161,0.03905,0.06551,0.05381,0,0,0,0,0,0,0
GCA_022811945.1,PRJNA764924,SAMN21545864,,na,29497,29497,Vibrio splendidus,strain=1_C04a,,latest,Complete Genome,Major,Full,04/04/2022,ASM2281194v1,"The Roslin Institute, University of Edinburgh",GCF_022811945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/811/945/GCA_022811945.1_ASM2281194v1,,,na,25,26.8,0.06362,0.07213,0.03019,0.01239,0.04163,0.06505,0.10111,0.08399,0.04339,0.05689,0.00975,0.04463,0.06836,0.0217,0.0525,0.0268,0.04197,0.03806,0.06988,0.05596,0,0,0,0,0,0,0
GCA_022812045.1,PRJNA764924,SAMN21545865,,representative genome,29497,29497,Vibrio splendidus,strain=2_C04b,,latest,Complete Genome,Major,Full,04/04/2022,ASM2281204v1,"The Roslin Institute, University of Edinburgh",GCF_022812045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/812/045/GCA_022812045.1_ASM2281204v1,,,na,25,25.86,0.06348,0.0718,0.0301,0.01221,0.0417,0.06495,0.10087,0.08417,0.04359,0.05705,0.0097,0.0446,0.06858,0.02151,0.05269,0.02669,0.04199,0.03802,0.07007,0.05621,0,0,0,0,0,0,0
GCA_022812155.1,PRJNA764924,SAMN21545867,,na,29497,29497,Vibrio splendidus,strain=4_C08b,,latest,Complete Genome,Major,Full,04/04/2022,ASM2281215v1,"The Roslin Institute, University of Edinburgh",GCF_022812155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/812/155/GCA_022812155.1_ASM2281215v1,,,na,25,26.8,0.06376,0.0716,0.03023,0.01223,0.04221,0.06508,0.10102,0.08413,0.04349,0.05613,0.00992,0.0443,0.06828,0.02169,0.05372,0.02715,0.04211,0.03783,0.06969,0.05542,0,0,0,0,0,0,0
GCA_023612615.1,PRJNA732911,SAMN19354509,,na,29497,29497,Vibrio splendidus,strain=ME9-GFP,,latest,Complete Genome,Major,Full,31/05/2022,ASM2361261v1,"Laboratory of Aquaculture & Artemia Reference Center, Ghent University",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/612/615/GCA_023612615.1_ASM2361261v1,many frameshifted proteins,,na,25,26.08,0.06374,0.07317,0.03013,0.01223,0.04137,0.06463,0.10009,0.08495,0.04325,0.05604,0.01019,0.04336,0.06922,0.02169,0.0535,0.02774,0.04245,0.03775,0.06862,0.05591,0,0,0,0,0,0,0
GCA_025264605.1,PRJNA669220,SAMN16442765,,na,29497,29497,Vibrio splendidus,strain=ED144,,latest,Complete Genome,Major,Full,19/09/2022,ASM2526460v1,Flinders Institute,GCF_025264605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/264/605/GCA_025264605.1_ASM2526460v1,,,na,25,27.86,0.0637,0.07164,0.0302,0.0124,0.04212,0.06534,0.10186,0.08375,0.04329,0.0564,0.0098,0.04481,0.06798,0.02167,0.05315,0.02708,0.042,0.03799,0.06967,0.05516,0,0,0,0,0,0,0
GCA_000746665.1,PRJNA256021,SAMN03009989,,na,672,672,Vibrio vulnificus,strain=93U204,,latest,Complete Genome,Major,Full,29/08/2014,ASM74666v1,Academia Sinica,GCF_000746665.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/746/665/GCA_000746665.1_ASM74666v1,,,na,29,31.3,0.06081,0.07063,0.0309,0.013,0.04665,0.06413,0.10481,0.08838,0.04088,0.05325,0.01031,0.04907,0.06728,0.02354,0.05143,0.02676,0.04126,0.03849,0.06562,0.05279,0,0,0,0,0,0,0
GCA_014211935.1,PRJNA266293,SAMN12648273,,na,672,672,Vibrio vulnificus,strain=2497-87,,latest,Complete Genome,Major,Full,16/08/2020,ASM1421193v1,CDC,GCF_014211935.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/211/935/GCA_014211935.1_ASM1421193v1,,,na,29,31.52,0.06092,0.07142,0.03049,0.01287,0.04633,0.06428,0.10486,0.08913,0.04047,0.05326,0.01047,0.04876,0.06782,0.02332,0.05114,0.02675,0.04123,0.03857,0.06497,0.05293,0,0,0,0,0,0,0
GCA_000023105.1,PRJNA20827,SAMN02598436,,representative genome,471853,84757,Beutenbergia cavernae DSM 12333,strain=DSM 12333,,latest,Complete Genome,Major,Full,07/05/2009,ASM2310v1,US DOE Joint Genome Institute (JGI-PGF),GCF_000023105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/105/GCA_000023105.1_ASM2310v1,,assembly from type material,na,28,41.52,0.03216,0.09813,0.01932,0.01655,0.07836,0.05488,0.10244,0.14644,0.01507,0.06634,0.0052,0.02404,0.09442,0.02031,0.01088,0.01597,0.02761,0.05999,0.05057,0.06132,0,0,0,0,0,0,0
GCA_000737885.1,PRJNA240293,SAMN02673695,,na,1680,1680,Bifidobacterium adolescentis,strain=22L,,latest,Complete Genome,Major,Full,05/08/2014,ASM73788v1,University of Parma,GCF_000737885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/885/GCA_000737885.1_ASM73788v1,,,na,37,14.3,0.05365,0.0778,0.02799,0.01381,0.05566,0.05742,0.08645,0.10726,0.03606,0.0664,0.00981,0.03503,0.07917,0.02105,0.04449,0.02704,0.03479,0.04465,0.06115,0.06033,0,0,0,0,0,0,0
GCA_008041995.1,PRJNA560132,SAMN12569105,,na,28025,28025,Bifidobacterium animalis,strain=B06,,latest,Complete Genome,Major,Full,21/08/2019,ASM804199v1,Haerbin Meihua Biotechnology,GCF_008041995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/041/995/GCA_008041995.1_ASM804199v1,,,na,37,23.13,0.05389,0.07787,0.02709,0.01325,0.06183,0.06063,0.08765,0.10631,0.03494,0.06458,0.01022,0.03657,0.07734,0.02428,0.03657,0.02814,0.03464,0.0469,0.05842,0.05888,0,0,0,0,0,0,0
GCA_000284015.1,PRJEA82915,SAMEA2272314,,na,1146883,138336,Blastococcus saxobsidens DD2,strain=DD2,,latest,Complete Genome,Major,Full,28/02/2012,ASM28401v1,CEA-IG-Genoscope,GCF_000284015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/015/GCA_000284015.1_ASM28401v1,,,na,28,42.74,0.03005,0.09497,0.01741,0.01453,0.08324,0.05659,0.10634,0.14137,0.01454,0.06202,0.00723,0.02791,0.09573,0.02049,0.0142,0.01698,0.02566,0.06239,0.04909,0.05924,0,0,0,0,0,0,0
GCA_000070465.1,PRJNA27,SAMEA1705952,,representative genome,360910,521,Bordetella avium 197N,strain=197N,,latest,Complete Genome,Major,Full,29/09/2006,ASM7046v1,Sanger Institute,GCF_000070465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/070/465/GCA_000070465.1_ASM7046v1,,,na,35,33.72,0.04698,0.07415,0.02443,0.01422,0.0712,0.05152,0.11101,0.12516,0.0276,0.053,0.00891,0.04206,0.08314,0.02128,0.03004,0.02441,0.03407,0.05165,0.05579,0.04938,0,0,0,0,0,0,0
GCA_001704355.1,PRJNA287884,SAMN05333722,,na,518,518,Bordetella bronchiseptica,strain=I328,,latest,Complete Genome,Major,Full,12/08/2016,ASM170435v1,Centers for Disease Control and Prevention,GCF_001704355.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/355/GCA_001704355.1_ASM170435v1,,,na,36,32.12,0.04351,0.07642,0.02435,0.01401,0.07544,0.04948,0.10859,0.13877,0.02378,0.05315,0.00931,0.03976,0.08762,0.02185,0.02536,0.02481,0.03272,0.05458,0.04877,0.04772,0,0,0,0,0,0,0
GCA_002859225.1,PRJNA287884,SAMN06124593,,na,518,518,Bordetella bronchiseptica,strain=A310,,latest,Complete Genome,Major,Full,04/01/2018,ASM285922v1,Centers for Disease Control and Prevention,GCF_002859225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/859/225/GCA_002859225.1_ASM285922v1,,,na,36,30.87,0.0434,0.07605,0.02441,0.01401,0.07481,0.04943,0.10836,0.13906,0.02379,0.05318,0.00932,0.04023,0.08788,0.02185,0.02534,0.02475,0.03257,0.05479,0.04902,0.04775,0,0,0,0,0,0,0
GCA_003186685.1,PRJNA287884,SAMN06688238,,na,518,518,Bordetella bronchiseptica,strain=D755,,latest,Complete Genome,Major,Full,05/06/2018,ASM318668v1,Centers for Disease Control and Prevention,GCF_003186685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/186/685/GCA_003186685.1_ASM318668v1,,,na,36,30.82,0.04338,0.076,0.02452,0.01405,0.07513,0.04938,0.10796,0.13864,0.02386,0.05329,0.00935,0.04012,0.08748,0.02192,0.02561,0.02482,0.03254,0.05486,0.04918,0.04792,0,0,0,0,0,0,0
GCA_000195675.1,PRJNA24,SAMEA1705943,,na,257310,518,Bordetella bronchiseptica RB50,strain=RB50,,latest,Complete Genome,Major,Full,12/08/2003,ASM19567v1,Sanger Institute,GCF_000195675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/675/GCA_000195675.1_ASM19567v1,,,na,36,30.23,0.04344,0.07577,0.02454,0.01407,0.07496,0.04952,0.10748,0.13831,0.02411,0.0535,0.00931,0.0402,0.08749,0.02179,0.02597,0.02481,0.03249,0.05475,0.04924,0.04824,0,0,0,0,0,0,0
GCA_000318015.1,PRJEB138,SAMEA2272388,,na,568707,518,Bordetella bronchiseptica 253,strain=253,,latest,Complete Genome,Major,Full,11/10/2012,ASM31801v1,WTSI,GCF_000318015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/318/015/GCA_000318015.1_ASM31801v1,,,na,36,30.62,0.04341,0.07593,0.02446,0.01408,0.075,0.04946,0.10785,0.13868,0.02393,0.05341,0.00935,0.04015,0.08747,0.02181,0.0256,0.02488,0.03255,0.05484,0.04912,0.04804,0,0,0,0,0,0,0
GCA_009627515.1,PRJNA287884,SAMN12525342,,na,35814,35814,Bordetella holmesii,strain=H319,,latest,Complete Genome,Major,Full,08/11/2019,ASM962751v1,Centers for Disease Control and Prevention,GCF_009627515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/627/515/GCA_009627515.1_ASM962751v1,,,na,37,35.89,0.04554,0.07569,0.0247,0.01503,0.07444,0.05014,0.11027,0.12545,0.02578,0.05303,0.00951,0.04306,0.08253,0.02317,0.02918,0.02467,0.03346,0.05135,0.05319,0.04978,0,0,0,0,0,0,0
GCA_001985005.1,PRJNA279196,SAMN03455335,,na,520,520,Bordetella pertussis,strain=E150,,latest,Complete Genome,Major,Full,06/02/2017,ASM198500v1,Centers for Disease Control and Prevention,GCF_001985005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/005/GCA_001985005.1_ASM198500v1,,,na,37,32.03,0.04372,0.07585,0.02465,0.01419,0.07721,0.04915,0.10693,0.13636,0.02455,0.05303,0.00906,0.04148,0.08491,0.02428,0.02705,0.02369,0.03264,0.0537,0.04903,0.04852,0,0,0,0,0,0,0
GCA_001985885.1,PRJNA279196,SAMN03854496,,na,520,520,Bordetella pertussis,strain=I976,,latest,Complete Genome,Major,Full,06/02/2017,ASM198588v1,Centers for Disease Control and Prevention,GCF_001985885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/985/885/GCA_001985885.1_ASM198588v1,,,na,37,32.23,0.04377,0.07613,0.02465,0.0142,0.07685,0.04922,0.10709,0.13682,0.0244,0.05323,0.00902,0.04155,0.08522,0.02401,0.02689,0.02351,0.03256,0.05357,0.04897,0.04834,0,0,0,0,0,0,0
GCA_001986045.1,PRJNA279196,SAMN03877219,,na,520,520,Bordetella pertussis,strain=I150,,latest,Complete Genome,Major,Full,06/02/2017,ASM198604v1,Centers for Disease Control and Prevention,GCF_001986045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/986/045/GCA_001986045.1_ASM198604v1,,,na,37,32.26,0.04377,0.07611,0.02466,0.0142,0.0769,0.04921,0.10709,0.13681,0.02439,0.05321,0.00902,0.04156,0.08516,0.02404,0.02691,0.02349,0.03257,0.05359,0.04895,0.04833,0,0,0,0,0,0,0
GCA_001987935.1,PRJNA279196,SAMN03702686,,na,520,520,Bordetella pertussis,strain=J091,,latest,Complete Genome,Major,Full,06/02/2017,ASM198793v1,Centers for Disease Control and Prevention,GCF_001987935.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/987/935/GCA_001987935.1_ASM198793v1,,,na,37,32.26,0.04377,0.07611,0.02467,0.01421,0.07686,0.04925,0.1071,0.13679,0.02439,0.05323,0.00905,0.04157,0.08504,0.02405,0.02693,0.02352,0.03258,0.05364,0.04892,0.04834,0,0,0,0,0,0,0
GCA_001988875.1,PRJNA279196,SAMN04383575,,na,520,520,Bordetella pertussis,strain=J093,,latest,Complete Genome,Major,Full,06/02/2017,ASM198887v1,Centers for Disease Control and Prevention,GCF_001988875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/988/875/GCA_001988875.1_ASM198887v1,,,na,37,32.32,0.04376,0.07611,0.02467,0.01422,0.077,0.04919,0.10707,0.13686,0.02436,0.0532,0.00902,0.04158,0.08507,0.02409,0.02691,0.02347,0.03257,0.05362,0.04894,0.04829,0,0,0,0,0,0,0
GCA_002286175.1,PRJNA279196,SAMN05583848,,na,520,520,Bordetella pertussis,strain=D925,,latest,Complete Genome,Major,Full,05/09/2017,ASM228617v1,Centers for Disease Control and Prevention,GCF_002286175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/286/175/GCA_002286175.1_ASM228617v1,,,na,37,32.14,0.04375,0.07609,0.02466,0.01422,0.07692,0.04917,0.10701,0.13686,0.02441,0.0532,0.009,0.04156,0.08521,0.02406,0.0269,0.02346,0.03255,0.05362,0.04899,0.04835,0,0,0,0,0,0,0
